week,w1950,w1951,w1952,w1953,w1954,w1955,w1956,w1957,w1958,w1959,w1960,w1961,w1962,w1963,w1964,w1965,w1966,w1967,w1968,w1969,w1970,w1971,w1972,w1973,w1974,w1975,w1976,w1977,w1978,w1979,w1980,w1981,w1982,w1983,w1984,w1985,w1986,w1987,w1988,w1989,w1990,w1991,w1992,w1993,w1994,w1995,w1996,w1997,w1998,w1999,w2000,w2001,w2002,w2003,w2004,w2005,w2006,w2007,w2008,w2009
42,150.072,108.056,114.975,123.488,121.526,151.777,107.765,85.568,101.219,134.282,144.344,110.158,108.682,140.913,112.578,118.531,128.670,124.566,106.919,113.659,114.389,134.251,164.574,130.932,122.992,107.643,125.306,116.194,98.031,104.879,113.167,117.318,95.120,122.403,98.904,120.555,139.083,111.530,121.825,129.120,113.907,141.216,109.605,109.058,109.542,98.763,131.242,124.738,164.952,130.737,113.216,111.902,114.604,132.483,158.962,116.435,126.339,94.941,114.365,93.011
43,150.072,108.056,114.975,123.488,121.526,151.777,107.765,85.568,101.219,134.282,144.344,110.158,108.682,140.913,112.578,118.531,128.670,124.566,106.919,113.659,114.389,134.251,164.574,130.932,122.992,107.643,125.306,116.194,98.031,104.879,113.167,117.318,95.120,122.403,98.904,120.555,139.083,111.530,121.825,129.120,113.907,141.216,109.605,109.058,109.542,98.763,131.242,124.738,164.952,130.737,113.216,111.902,114.604,132.483,158.962,116.435,126.339,94.941,114.365,93.011
44,176.752,127.266,135.414,145.441,143.130,178.759,126.923,100.780,119.213,158.155,170.005,129.742,128.003,165.964,132.592,139.603,151.544,146.711,125.927,133.864,134.725,158.118,193.832,154.209,144.857,126.779,147.583,136.851,115.458,123.524,133.286,138.174,112.030,144.164,116.487,141.987,163.809,131.358,143.483,152.075,134.158,166.322,129.090,128.446,129.016,116.321,154.574,146.913,194.277,153.979,133.343,131.795,134.979,156.036,187.221,137.135,148.799,111.820,134.697,109.546
45,176.752,127.266,135.414,145.441,143.130,178.759,126.923,100.780,119.213,158.155,170.005,129.742,128.003,165.964,132.592,139.603,151.544,146.711,125.927,133.864,134.725,158.118,193.832,154.209,144.857,126.779,147.583,136.851,115.458,123.524,133.286,138.174,112.030,144.164,116.487,141.987,163.809,131.358,143.483,152.075,134.158,166.322,129.090,128.446,129.016,116.321,154.574,146.913,194.277,153.979,133.343,131.795,134.979,156.036,187.221,137.135,148.799,111.820,134.697,109.546
46,176.752,127.266,135.414,145.441,143.130,178.759,126.923,100.780,119.213,158.155,170.005,129.742,128.003,165.964,132.592,139.603,151.544,146.711,125.927,133.864,134.725,158.118,193.832,154.209,144.857,126.779,147.583,136.851,115.458,123.524,133.286,138.174,112.030,144.164,116.487,141.987,163.809,131.358,143.483,152.075,134.158,166.322,129.090,128.446,129.016,116.321,154.574,146.913,194.277,153.979,133.343,131.795,134.979,156.036,187.221,137.135,148.799,111.820,134.697,109.546
47,176.752,127.266,135.414,145.441,143.130,178.759,126.923,100.780,119.213,158.155,170.005,129.742,128.003,165.964,132.592,139.603,151.544,146.711,125.927,133.864,134.725,158.118,193.832,154.209,144.857,126.779,147.583,136.851,115.458,123.524,133.286,138.174,112.030,144.164,116.487,141.987,163.809,131.358,143.483,152.075,134.158,166.322,129.090,128.446,129.016,116.321,154.574,146.913,194.277,153.979,133.343,131.795,134.979,156.036,187.221,137.135,148.799,111.820,134.697,109.546
48,186.756,134.470,143.079,153.674,151.232,188.878,134.108,106.484,125.961,167.107,179.627,137.086,135.249,175.358,140.097,147.505,160.122,155.015,133.055,141.442,142.350,167.068,204.803,162.938,153.057,133.955,155.936,144.597,121.994,130.516,140.831,145.996,118.372,152.324,123.081,150.024,173.081,138.793,151.604,160.683,141.751,175.736,136.397,135.717,136.319,122.906,163.323,155.229,205.273,162.695,140.891,139.256,142.619,164.868,197.819,144.897,157.221,118.149,142.321,115.747
49,186.756,134.470,143.079,153.674,151.232,188.878,134.108,106.484,125.961,167.107,179.627,137.086,135.249,175.358,140.097,147.505,160.122,155.015,133.055,141.442,142.350,167.068,204.803,162.938,153.057,133.955,155.936,144.597,121.994,130.516,140.831,145.996,118.372,152.324,123.081,150.024,173.081,138.793,151.604,160.683,141.751,175.736,136.397,135.717,136.319,122.906,163.323,155.229,205.273,162.695,140.891,139.256,142.619,164.868,197.819,144.897,157.221,118.149,142.321,115.747
50,186.756,134.470,143.079,153.674,151.232,188.878,134.108,106.484,125.961,167.107,179.627,137.086,135.249,175.358,140.097,147.505,160.122,155.015,133.055,141.442,142.350,167.068,204.803,162.938,153.057,133.955,155.936,144.597,121.994,130.516,140.831,145.996,118.372,152.324,123.081,150.024,173.081,138.793,151.604,160.683,141.751,175.736,136.397,135.717,136.319,122.906,163.323,155.229,205.273,162.695,140.891,139.256,142.619,164.868,197.819,144.897,157.221,118.149,142.321,115.747
51,186.756,134.470,143.079,153.674,151.232,188.878,134.108,106.484,125.961,167.107,179.627,137.086,135.249,175.358,140.097,147.505,160.122,155.015,133.055,141.442,142.350,167.068,204.803,162.938,153.057,133.955,155.936,144.597,121.994,130.516,140.831,145.996,118.372,152.324,123.081,150.024,173.081,138.793,151.604,160.683,141.751,175.736,136.397,135.717,136.319,122.906,163.323,155.229,205.273,162.695,140.891,139.256,142.619,164.868,197.819,144.897,157.221,118.149,142.321,115.747
52,102.053,108.587,116.627,114.774,143.345,101.778,80.814,95.596,126.822,136.324,104.039,102.644,133.084,106.324,111.946,121.521,117.646,100.979,107.344,108.034,126.793,155.431,123.658,116.159,101.662,118.345,109.739,92.585,99.052,106.880,110.800,89.836,115.603,93.409,113.857,131.356,105.334,115.057,121.947,107.579,133.371,103.515,102.999,103.456,93.277,123.951,117.808,155.788,123.474,106.926,105.685,108.238,125.123,150.130,109.967,119.320,89.667,108.012,87.843,85.924
53,102.053,108.587,116.627,114.774,143.345,101.778,80.814,95.596,126.822,136.324,104.039,102.644,133.084,106.324,111.946,121.521,117.646,100.979,107.344,108.034,126.793,155.431,123.658,116.159,101.662,118.345,109.739,92.585,99.052,106.880,110.800,89.836,115.603,93.409,113.857,131.356,105.334,115.057,121.947,107.579,133.371,103.515,102.999,103.456,93.277,123.951,117.808,155.788,123.474,106.926,105.685,108.238,125.123,150.130,109.967,119.320,89.667,108.012,87.843,85.924
54,102.053,108.587,116.627,114.774,143.345,101.778,80.814,95.596,126.822,136.324,104.039,102.644,133.084,106.324,111.946,121.521,117.646,100.979,107.344,108.034,126.793,155.431,123.658,116.159,101.662,118.345,109.739,92.585,99.052,106.880,110.800,89.836,115.603,93.409,113.857,131.356,105.334,115.057,121.947,107.579,133.371,103.515,102.999,103.456,93.277,123.951,117.808,155.788,123.474,106.926,105.685,108.238,125.123,150.130,109.967,119.320,89.667,108.012,87.843,85.924
